b'tp://gigaom.com',3.4,3.6,3.5,3.4,3.6,3.4,3.6
b'tp://www.style.com/vogue',2.5,2.5,3.8,3.7,2.5,3.8,3.4
b'tp://www.sandmonkey.org',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.truthout.org',3.9,3.9,3.8,3.7,4.0,3.8,3.7
b'tp://www.nydailynews.com',3.1,3.1,3.3,3.0,3.5,2.8,2.6
b'tp://www.huffingtonpost.com',3.6,3.6,3.7,3.5,3.6,3.5,3.7
b'tp://www.pulitzercenter.org',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://salon.com',3.7,3.8,3.7,3.5,3.8,3.6,3.8
b'tp://www.e360.yale.ed',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://wnyc.or',2.5,2.5,4.1,3.8,2.0,3.8,3.5
b'tp://today.reuters.com/news/default.asp',3.4,3.5,3.6,3.6,3.6,3.4,3.6
b'tp://www.michellemalkin.com',2.4,2.5,2.3,2.5,2.8,2.1,1.9
b'tp://en.wikinews.org/wiki/Main_Pag',2.5,2.5,3.9,3.8,2.5,3.5,3.4
b'tp://www.mercurynews.com/mld/mercurynews',3.6,3.6,3.8,3.7,3.9,3.3,3.7
b'tp://newsbusters.org',2.3,2.4,2.5,1.9,2.5,2.3,2.0
b'tp://freestrongamerica.com',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.tehelka.com',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.huffingtonpost.com',3.6,3.6,3.7,3.5,3.6,3.5,3.7
b'tp://www.politicsdaily.com',3.5,3.6,3.7,3.7,3.3,3.5,3.5
b'tp://seattlepi.nwsource.com',3.6,3.6,3.6,3.7,3.7,3.5,3.6
b'tp://www.csmonitor.com',3.6,3.6,3.6,3.7,3.7,3.6,4.0
b'tp://www.treehugger.com',3.1,3.1,3.9,3.1,3.4,3.0,3.0
b'tp://www.npr.org/templates/rundowns/rundown.php?prgId=',3.6,3.7,3.9,3.8,3.7,3.6,4.0
b'tp://www.denverpost.com',3.0,3.0,3.4,3.0,2.8,2.7,3.0
b'tp://www.cafebabel.com',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.sciencemag.org',3.9,3.9,4.0,3.5,4.1,3.8,3.8
b'tp://www.globalvoicesonline.or',3.6,3.5,3.7,3.6,3.8,3.5,3.9
b'tp://www.msnbc.msn.com/id/3036677',3.3,3.4,3.3,3.4,3.6,3.0,3.2
b'tp://www.wbaltv.co',2.5,2.5,3.9,4.0,2.5,3.8,3.7
b'tp://www.canada.com/nationalpost/index.htm',2.8,2.8,3.1,2.7,3.4,2.7,2.7
b'tp://www.heritage.org',2.5,2.4,3.5,2.2,2.9,2.2,2.0
b'tp://www.counterpunch.or',3.6,3.6,3.5,3.3,3.8,3.6,3.4
b'tp://pewresearch.org',4.0,4.1,4.1,4.1,4.2,4.0,4.3
b'tp://www.afp.com',3.3,3.3,3.4,3.4,3.4,3.4,3.7
b'tp://www.chris-floyd.com',2.5,2.5,3.0,2.0,3.0,3.1,3.5
b'tp://jazz-from-hell.blogspot.com',2.5,2.5,4.0,1.5,2.5,2.6,2.5
b'tp://pewresearch.org',4.0,4.1,4.1,4.1,4.2,4.0,4.3
b'tp://www.propublica.org',3.9,3.9,4.0,3.8,4.2,3.7,3.8
b'tp://www.chicagotribune.com',3.5,3.5,3.5,3.6,3.7,3.5,3.5
b'tp://www.bangordailynews.com',2.5,2.5,3.7,3.8,3.9,3.9,2.5
b'tp://www.nytimes.co',3.7,3.7,3.7,3.7,3.7,3.6,4.0
b'tp://bayjournal.com',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.oregonlive.co',3.8,3.8,3.8,3.9,3.8,3.7,3.5
b'tp://thenextright.com',3.0,3.0,4.0,4.0,2.6,2.9,2.2
b'tp://www.journalism.org',3.8,3.8,4.2,3.9,4.0,3.6,4.0
b'tp://www.timesonline.co.uk',3.3,3.3,3.3,3.3,3.5,3.4,3.6
b'tp://antiwar.com',3.7,3.7,3.5,3.2,3.8,3.5,3.1
b'tp://www.weeklystandard.com',2.8,2.9,2.9,2.5,3.0,2.7,2.5
b'tp://www.motherjones.com/index.htm',3.8,3.8,3.9,3.6,3.8,3.7,4.1
b'tp://www.npr.org',3.6,3.6,3.7,3.6,3.6,3.6,3.9
b'tp://zmagsite.zmag.org/curTOC.ht',2.5,2.5,2.6,2.8,3.5,3.1,2.3
b'tp://www.nypost.com',2.7,2.7,3.0,2.8,2.9,2.5,2.3
b'tp://www.baltimoreschild.com',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.prwatch.org/cmd/prwatch.htm',3.9,3.9,3.6,4.0,4.2,3.7,3.7
b'tp://www.pri.org',3.9,4.0,4.0,3.6,3.8,3.6,3.7
b'tp://en.rian.ru',2.9,2.9,2.5,2.5,3.1,2.8,2.7
b'tp://www.washingtonmonthly.com',3.6,3.6,3.4,3.4,3.6,3.6,3.5
b'tp://www.consortiumnews.com',3.8,3.9,3.9,3.7,3.8,3.7,3.6
b'tp://www.dangillmor.com',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.foxnews.com',2.6,2.7,3.1,2.8,2.8,2.3,2.1
b'tp://americanpublicmedia.publicradio.org',2.5,2.5,4.0,4.0,4.5,4.0,3.8
b'tp://www.nybooks.com/inde',4.0,4.0,3.9,3.7,4.1,3.9,3.9
b'tp://www.newscientist.com',3.5,3.4,3.3,3.5,3.6,3.7,3.9
b'tp://www.talkingpointsmemo.com',3.5,3.5,3.6,3.6,3.6,3.5,3.5
b'tp://www.time.com',3.5,3.6,3.6,3.7,3.6,3.5,3.5
b'tp://www.ajr.org',3.7,3.7,3.6,3.7,3.8,3.7,3.7
b'tp://atlasshrugs2000.typepad.com/atlas_shrugs',2.5,2.5,3.0,2.0,2.5,2.6,2.5
b'tp://www.democracynow.or',4.0,4.0,4.0,3.8,4.1,4.0,4.2
b'tp://www.kansascity.com',3.6,3.5,4.2,4.1,3.3,3.3,3.8
b'tp://www.julescrittenden.com',2.3,2.1,2.2,1.9,2.2,2.6,3.0
b'tp://www.chron.com',3.3,3.3,3.5,3.6,3.3,3.2,3.4
b'tp://www.harpers.org',3.7,3.6,3.5,3.3,3.8,3.8,4.0
b'tp://balkin.blogspot.com',3.6,3.6,3.4,3.5,3.6,3.4,3.3
b'tp://www.tnr.com',3.6,3.7,3.5,3.4,3.7,3.6,3.5
b'tp://www.reason.com',3.1,3.2,2.5,2.5,3.0,3.0,2.8
b'tp://www.baltimoresun.com',3.7,3.8,4.0,3.8,3.8,3.6,4.2
b'tp://www.cbsnews.com/sections/ftn/main3460.shtm',2.5,2.5,2.0,2.0,3.0,2.9,3.5
b'tp://www.investors.com',2.5,2.2,2.5,1.0,2.3,2.6,2.7
b'tp://newsbusters.org',2.3,2.4,2.5,1.9,2.5,2.3,2.0
b'tp://www.dailyyonder.com',2.5,2.5,4.8,4.6,4.4,4.1,4.0
b'tp://www.politifact.org/truth-o-meter',3.8,3.8,4.0,3.9,3.8,3.6,3.8
b'tp://www.npr.org/templates/rundowns/rundown.php?prgId=',3.6,3.7,3.9,3.8,3.7,3.6,4.0
b'tp://www.newsweek.com',3.5,3.5,3.6,3.4,3.5,3.4,3.5
b'tp://www.roryoconnor.org/blog',3.7,3.7,3.5,3.5,3.8,3.7,3.7
b'tp://www.editorandpublisher.com',3.7,3.7,3.7,3.7,3.8,3.7,4.1
b'tp://www.msnbc.com',3.5,3.6,3.8,3.8,3.8,3.3,3.4
b'tp://www.marketwatch.com',3.3,3.4,3.1,3.4,3.4,3.3,3.2
b'tp://www.onearth.org',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://technorati.com',2.5,2.5,4.0,3.2,3.5,3.0,3.5
b'tp://www.ucsusa.org',3.9,3.9,4.2,3.6,4.3,3.8,3.7
b'tp://www.globalresearch.ca',3.2,3.2,2.4,2.8,3.5,3.1,3.1
b'tp://www.euractiv.com',2.5,2.5,4.6,3.8,2.5,3.8,4.0
b'tp://mypetjawa.mu.nu',2.5,2.5,1.0,2.0,3.0,2.4,2.0
b'tp://www.independent.co.uk',3.6,3.6,3.7,3.6,3.6,3.5,3.7
b'tp://baltimore.cbslocal.co',3.3,3.2,3.6,3.0,4.0,2.9,3.6
b'tp://www.baltimoreoutloud.co',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://www.portfolio.com',3.6,3.6,3.5,3.5,3.7,3.5,3.2
b'tp://www.huffingtonpost.com',3.6,3.6,3.7,3.5,3.6,3.5,3.7
b'tp://www.sojo.net',2.5,2.5,2.5,2.5,2.5,2.5,2.5
b'tp://towson.patch.co',3.6,3.5,3.8,3.6,2.5,3.4,3.8
b'tp://www.indystar.com',2.9,2.9,2.8,2.8,3.0,2.9,3.2
b'tp://www.lrb.co.uk',3.9,3.9,4.1,3.9,4.4,3.7,4.0
b'tp://www.brennancenter.org',3.8,3.8,3.8,4.1,3.9,3.9,4.7
b'tp://www.boingboing.net',3.6,3.7,3.5,3.2,3.8,3.6,4.0
b'tp://www.mercurynews.com/mld/mercurynews',3.6,3.6,3.8,3.7,3.9,3.3,3.7
b'tp://www.turkishdailynews.com.tr',2.5,2.5,3.3,3.1,3.6,3.0,2.5
b'tp://www.humanevents.com',2.7,2.7,3.2,2.2,2.9,2.6,2.3
